"March 11, 2024",Rated 4 stars out of five stars,"This app is good but it would be so much more convenient if there was a voice to text function like wechat. So we just speak and it will convert to text. As its used frequently by many users, this feature will definitely save our hassle and the time to type. Also, when forwarding more than one message, it would also enhance user experience and save the hassle if it can be forwarded in order. And thanks for the decent job so far!"
"March 11, 2024",Rated 4 stars out of five stars,"Ok. This is probably the best messenger app and has many features other apps don't have. However, here are some bugs preventing it from being 5⭐️ 1. Sometimes when opening the app it says backing up data, it reaches 100 percent but just hangs there, u can't click anything else 2. Sometimes u can't scroll down to see your stickers it will constantly move you back up 3. Sending multiple files at once will cause them to be jumbled out of order"
"March 11, 2024",Rated 3 stars out of five stars,"I have always loved this app to send multiple cute stickers created by me stored in my favourites, but not anymore.. I can only send 1 sticker at a time, taking me lots of time as it will go back to the top after each click, making it not user-friendly.. Hope there is no limitation for stickers sharing so that I can continue to send multiple stickers at one go to substitute my texts, making them creative & enjoyable for all to read them.. Thank u!"
"March 11, 2024",Rated 4 stars out of five stars,"The app has great use and has become and inevitable part in our daily lives. It's such an useful app that has multifaceted benefits. However the recent update where the calls, status (now updates) , calls etc. have been moved to the bottom is a real inconvenience. I don't see the necessity for such a change. It's causing too much of confusion and the current layout is uncomfortable. If there's no particular use to it , then I would prefer it to go back to where it was."
"March 11, 2024",Rated 2 stars out of five stars,The navigation bar's previous placement at the top was not only familiar but also practical. Now the experience feels disrupted and clumsy. The navigation bar at the bottom appears out of place and disrupts the overall visual harmony of the app. Please prioritize functionality and user experience over unnecessary design changes that seem to be made for the sake of change rather than improvement.
"March 11, 2024",Rated 1 stars out of five stars,"The recent update in which the interface is changed, placing the navigation bar at the bottom, is the update wanted by none. Don't change the interface. If you have features, add it, no problem..but don’t play with the interface. Some things are better unchanged. Do a survey on the recent interface change and you will know how many users don’t like it."
"March 11, 2024",Rated 1 stars out of five stars,"Iusually don't write reviews, but this new update annoys me. The user experience is certainly a downgrade, if I had an option to roll back to the previous version, I would. The app already had an easy ""swipe"" to navigate between Chats, Status and Calls. Why change that? Now, I have to move my finger to the bottom of my screen to tap the buttons just to navigate these tabs. It just feels annoying, especially on a phone with large screen size. Please bring the Swipe back."
"March 11, 2024",Rated 5 stars out of five stars,"WhatsApp is an indispensable tool in my daily communication since 2018. However, I've noticed a recurring issue regarding the degradation in picture quality when images are sent through the app. Despite the convenience and reliability of the platform, the noticeable drop in picture resolution upon sending is a concern. I hope the development team can address this issue to enhance the overall user experience. Looking forward to improvements in future updates"
"March 11, 2024",Rated 2 stars out of five stars,What is this non-sense !? Why are you changing the interface ?? Can't you tolerate the ease of access !? The previous interface was good and we all are habituated with that one. Now it is not that familiar like before. I love to use that interface - Navigations were at the top. Not the present one - Navigations at the bottom. You just add features more and more. We are really pleased with them. But please don't change the interface. I just want that interface back with a new update. Please
"March 11, 2024",Rated 1 stars out of five stars,"It is one of the most popular, but the worst app possible. There are a lot of annoying things here, but the most annoying is that you can't use it on multiple devices simultaneously. If you try to switch to a new phone, and get a code in the old phone app, it will log you out without transferring chats! In order to transfer chats, I had to get code by SMS (which is limited), or by call, then transfer chats, then you're okay. I mean what kind of app doesn't load all the chats automatically???????"
