"January 5, 2024",Rated 1 stars out of five stars,"The app is being more and more strict about making a user switch to cloud. It is getting so difficult to manage the storage specially when all the Google photos are also counted under 15GB free space. To download a set of backed up photos on phone, you can only do it one by one. I spent last 2 hours figuring out how to do it, but they have already made life so much harder. Looking for another app to manage photos from now on."
"January 5, 2024",Rated 1 stars out of five stars,"Still a good app, but shows a full screen update message every time you open it (exactly 1 month after updating). Also, if you have cloud backup disabled, it sometimes nags you to enable it, and to skip it, you have to restart the app, as saying ""NO"" to it, it will take a random amount of photos and upload them to your cloud anyways. Can you kindly stop with these intrusive messages? Your app works fine as is. What about an option to select the default screen on startup (for example: Library)?"
"January 5, 2024",Rated 4 stars out of five stars,"First of all: 15GB of free storage is amazing. I can easily backup my entire gallary. Depending on how often you take pictures, it does fill up eventually, but at that point it's only reasonable to start paying for more. I wouldn't recommend using it as your only storage for super important photos/videos, as it definitely isn't immune to viruses and glitches (I've lost huge chunks of data twice in the past 5 years). That is the only reason I don't give this app 5 stars."
"January 5, 2024",Rated 2 stars out of five stars,"Once again the latest ""update"" has made it worse. The wrong location is showing on photos, when I try to rectify it, it doesn't work. This was once a useful tool for photos but yet another update has made it unusable. Why keep trying to fix something which was absolutely fine until you decided to ruin it with utterly useless ""updates!"" I might give it a higher rating if you stop messing with it."
"January 5, 2024",Rated 2 stars out of five stars,"Because of the recent update, a bunch of my pictures changed. Some are blurry when they used to not be, some look pixelated, and the new way of storing multiple shots in one stack is so annoying to sift through. I hate how you it's not compatible with any app on my Pixel, and I hate how stupid the storage system is. If I download a photo, it takes ten minutes to find it. I wish they would stop making changes and just let my photos be."
"January 5, 2024",Rated 1 stars out of five stars,"Sadly it keeps uploading photos to the cloud when you make an album even when you have your settings set specifically to turning off back up - very frustrating as it eats in to your data storage allowance. Update 18.3.24: I got a response from Google which had some suggestions, and I do appreciate the quick response (thank you), however, the issue is still a problem - if a create a new album, even though backup is turned off, the photos in the album get backed up to the cloud"
"January 5, 2024",Rated 1 stars out of five stars,"Please. Stop. Replacing. My. Feature. Photos. It's really frustrating when Google keeps changing the feature photo I've set for some people, especially when they change it to a completely different person, and then I have to clear out a bunch of wrong photos to find the one I had previously selected. The feature photo shouldn't change unless I specifically update it. I've already submitted this as ""feedback."" I don't want to submit more screenshots. I just want it fixed, please."
"January 5, 2024",Rated 2 stars out of five stars,"Unwanted features that can't be turned off. I don't want a ""Best of"" popping up for every month. I don't want little prompts to ""blur background"" popping up on every single photo as I swipe through looking at things. The problem is not the features, but the fact that Google seems to determined to force them on users. Please give us the option to turn these things off."
"January 5, 2024",Rated 1 stars out of five stars,"Need to add option to skip ""move to bin?"" Confirmation, absolutely no need for it as the file doesn't get deleted and moves to bin. There's an annoying ""trim video"" suggestion that pops on almost every video and covers the time bar, downloading photos fails or doesn't work somehow. Can't delete backups without deleting the original file. Additionally, the Google photos app lacks video functionalities that the Google files app has"
"January 5, 2024",Rated 2 stars out of five stars,"This one's reliable app that I trusted to keep my photos has gone downhill fast! For the last several weeks, it has without my permission, rearranged and relabeled my photos! So at least once a week I have to go back in fix everything! I already sent info 2 weeks ago and you never responded! You take the photos and you put them in a completely different album, that has nothing to do with the subject! Erase the name or remove edit faces,so I can't always fix them! A"
"January 5, 2024",Rated 4 stars out of five stars,"Overall, it's a fine and usable gallery. However, I gave it 4 stars because of a crucial missing option. Every time I try to clean my storage, in the storage cleaner, there's only the option to delete, but no option to share. Before deleting any files, I want to share them first, then delete. It's really important. I've been struggling with this problem for a few years already. Every time I find the largest video file, I need to exit and start looking for it in the gallery to share it first."
"January 5, 2024",Rated 3 stars out of five stars,"I love this app because of the 'Memories' feature. It's such a special and important function for me. But there's two things about using it which frustrate me to no end! 1. No 'delete' option for individual pictures/videos, or the entire 'memory'. 2. No 'move' option for the files/memory, if I want to create a folder or move items to an existing folder. These functions would allow me to tidy my files up a little each day; instead, their absence just causes me daily frustration instead!"
"January 5, 2024",Rated 3 stars out of five stars,"Google Photos app is really nice, except for the fact that it's always complaining it needs to update and the app is huge. I'd rather use the memory on photos than on apps, thanks. // Edit: Yes, I have automatic updates disabled. That is why the app detects it is running an ""old"" version and on startup makes a full screen prompt to update, which is ... well, not really usable."
"January 5, 2024",Rated 1 stars out of five stars,"The free storage fills up too fast, you can't just delete things from the app, it'll delete the photos from everywhere. My wife's photos synced to mine and now there's no way of separating them and I have to manually sort through thousands of pictures to delete anything. If you don't manage the storage, it'll interfere with email. Garbage app that just ends up holding your media hostage."
"January 5, 2024",Rated 4 stars out of five stars,"This is just a basic photo viewer. Has some ads, but they mostly promote their own stuff that's available in the Google Play Store. They kinda overdo that, so I bumped the rating down a notch. I use Gallery to view photos, but that's only on Samsung phones. I use Photo Studio Pro for editing, but that might be considered as expensive without Google Play Pass. Overall, this isn't bad, but I don't prefer it. Good enough for basic stuff... 👍🏻"
"January 5, 2024",Rated 1 stars out of five stars,"I recently turned on back up on my phone and all my photos were removed from device gallery. I've had to download each photo. It's time consuming, Day 5 and I can't figure out how to organize them again. So it's a mess. #2 issue is my storage is full and I've spent hours deleting pics, docs and files just to check my progress and nothing was deleted just moved. I've been in tears. My husband died. Those photos are my life. Idk what to do."
"January 5, 2024",Rated 4 stars out of five stars,"""Improvements"" to photo editor have made this app unusable. Worst update ever. Uninstall and keep v.4, there is no reason to update this at all, they changed all the photo editing controls, removing the easy to use [color controls combined & lighting controls combined] sliders trying to make it ""better"". Now it's all preset buttons and you can't slide the live editing controls, WHAT WERE THEY THINKING?? Uninstall and reset the app to original version, end of story. Updates only make the ads work"
"January 5, 2024",Rated 3 stars out of five stars,"Started having this issue a couple days after buying the 100 gigs of Google storage, but now when I go to redownload a backed up video to my device, it doesn't work. The progress bar gets to varying progressions for each video before saying ""can't download video"" with no error code or further explanation. It wasn't doing this for the first couple days I had the extra Google storage, and lack of device storage definitely isn't the issue."
"January 5, 2024",Rated 2 stars out of five stars,When Google got rid of Picasso for your Google photos they traded the best photo and editing program for one that is completely inadequate. They need to bring back Picasso or design an app similar to it. With Picasso it made organizing (and later retrieving your photos) a snap. Also editing and naming your photos was easier. And did I mention the ease of éditing. Also changing the order of your photos and albums was a breeze. Gone are the days of common sense and customer satisfaction.
"January 5, 2024",Rated 3 stars out of five stars,"Love and hate it. Love the app itself but does not work well with other apps. Hard to share to Instagram and other apps don't recognize that you've sorted them including the physical location. Can be very frustrating Edit for goodle: it's not a downloading issue. The pictures are already in my phone. It also doesn't allow me to ""allow access"" to apps like messenger or texting even though I've checked 1000x to make sure Google photos has access."
