"March 22, 2024",Rated 1 stars out of five stars,"What a waste of 45 mins. I opened to get an offer of free delivery and buy 1 get 2 free. Saved 3 items to basket and thought I'll continue shopping, picked a few more items. I go back to my basket, my first lot are gone and standard delivery costs applied. After scrolling and scrolling I'm not going to repeat this process, sorry but lost this customer before you started with a poor e-commerce platform. They have tried to gamify the process, free crystals, games to pick a card but it's a con"
"March 22, 2024",Rated 5 stars out of five stars,"I absolutely love this app. The clothes are great, and they're true to there size listed, and they fit very well. They have beautiful vibrant colors, soft materials, and a very big selection to choose from depending on what you're looking for, you'll find it on here; Formal, summer, beach/pool, Play Clothes, Short Sets, Summer Dresses, Pant Suits, Capri Sets, Church Dresses & Etc. a huge variety to choose from. Check Out this Great Clothes Shopping App. You Will Fall In Love With It Too!!"
"March 22, 2024",Rated 3 stars out of five stars,"The app has a daily check-in where you can collect and earn points to redeem on purchases. I don't know when the update happened, but I've noticed that my points have been lowering instead of rising. They added a thing where the points expire and it is ridiculous! I do not order often, but I do order! I wish it would go back to how it was before!"
"March 22, 2024",Rated 2 stars out of five stars,I originally had them at 5 starts but heaven help you if you have any issues because trying to contact support is all but impossible and when you finally do get in contact with them they wait until they're 'unable' to help you because your item has been shipped. Very disappointed as I shop with them all the time. I got a very beautiful and fantastic dress for a really affordable price. Like I've bought jeans for more.
"March 22, 2024",Rated 1 stars out of five stars,"Becareful shopping with them. I've been screaming for 2 days. I placed an order worth $256, and almost half my items are missing. I contacted customer support via the app, and they're telling me they can't process my request because, according to their verification at the ""warehouse,"" everything was in the package😭😭one of the items missing was supposed to be my graduation outfit for April 1st but Shein is ignoring my emails and tweets regarding my missing items 😢 this is so heartbreaking 😭💔"
"March 22, 2024",Rated 3 stars out of five stars,I give three stars because no different then wish or temu it's decent quality things for a lower price. Now that's good and all I've had no problems except with sheins obvious add costs savings by implementing games to win online credit which counts towards purchases but these games are rigged for example one displays the drawings to be two sets of 10 a few 5s and a couple threes after two shares you have to invite friends to earn more but now 0.01 what should I expect from a Chinese ran app tho
"March 22, 2024",Rated 5 stars out of five stars,I enjoy the puppy game. It seems like a more mature version of temu. I LOVE LOVE LOVE the lingerie. It's absolutely gorgeous and the prices are to die for! You won't get deals like this anywhere else! Plus the chance to win free stuff if you put the time in. You don't have to even spend a penny to get stuff from them!
"March 22, 2024",Rated 5 stars out of five stars,"Thank you for restoring the old tile format back. Shopping is always fun on shein. They have so many styles and really great price points! I've placed probably close to 20 orders now, and never had an issue. Returns are easy, and they go back to your account as shein credits to use for your next purchase. Shipping is fast and i always receive my shipments within 2 weeks. I've gotten all my friends hooked on shein too!"
"March 22, 2024",Rated 2 stars out of five stars,"Honestly trying not to order from here as much and switching to temu cause they lie about the prices. I'll have items in my cart and once I go to check out, each item goes up at least $5. My total before is way cheaper than my total once I hit check out, and that's even WITH THE COUPINS ADDED. Like $20+ more, not including the shipping. Like how is my total that much more than what my total in my cart said it was just by clicking checkout, and even after coupons are applied it's still more???"
"March 22, 2024",Rated 1 stars out of five stars,Magic Draw Game is a CHEAT!!! I used to love Shein and I thought the Magic Draw game was a great promotion however it's a lie and a cheat. I did all the necessary steps to earn the credit towards clothes. the cards say one amount but Shein changes them once they flip over so that you can't reach the goal. It's a whole cheating scam. Totally disappointed and I will be telling all the people I referred as well. Honesty is big with me so the game being deceitful was it for me. Would NOT recommend!
"March 22, 2024",Rated 1 stars out of five stars,You get NO STARS from me. So I have just found out that this app just took money out of my acct without an order. I never save my bank information on any app and I always use PayPal for protection (which was not supposed to be on file either)so needless to say I'm in dispute with Shein from taking over $125 from my PayPal account that I did not authorize to keep on file😡 and there's no order placed on the app to justify the payment
"March 22, 2024",Rated 2 stars out of five stars,"Items are pretty good, true to size. However, the recent courier choice for Dubai is a let down. Lazy... Don't want to travel where I live. So I find an alternate address. Aggressive... Shout at me frustration because they can't listen. Arrogant... Traveling without GPS locations and telling me where I went wrong when my instructions are clear to other delivery companies and they never had a problem."
"March 22, 2024",Rated 1 stars out of five stars,"I'm really disappointed and angry..why you're showing low prices on display when you actually change prices when it's in the cart ..more than one product I've chosen was on low price they become full priced after moving them to the cart.. and coupon wasn't applied after buying the items, you're should be more professional and honest with your deals... keep the same amount in display and cart,be honest"
"March 22, 2024",Rated 1 stars out of five stars,"What an awful, covoluted interface. This was somehow designed by an absolute idiot. It is entirely too difficult to navigate. The dpin wheels and rewarss are a pathetic attempt at psychological manipulation. The prices change when you add items to your cart. They make it impossible to delete your account. Useless. Just don't bother."
"March 22, 2024",Rated 1 stars out of five stars,"Not only does this fast-fashion app involve child labour that pays poor wages for extended amount of shifts, it also takes 7-8 days for the shipping to actually arrive, products will be one-time use or badly designed clothes that undo after 5 months max. Alongside all this baffling execution, they have added in MULTIPLE SCAMS, which gives false hope that you will win extra money and spend it for free. Overall waste of time and money. Any good review is definitely a robot!"
"March 22, 2024",Rated 2 stars out of five stars,"This app was a great app, until I bought something a couple months ago. I've bought things in the past from shein, so I was just expecting a normal arrival. But since I've ordered it in November--(it's currently March), I haven't received it. I thought the package may have gotten lost because it said it was on transit, but then the same thing happened in January, and I still haven't gotten that package either. Im not able to get a refund because it's been so long. I want my 30$ back."
"March 22, 2024",Rated 1 stars out of five stars,"I returned 2 items, arrived to them at same time, and 1 was refunded. They claim i sent back a 'non-Shein' item in other bag. The app still shows status of unpacking 2 wks later. They are refusing to refund me and want to ship me my non-shein item back at a cost to me. They refuse to provide any kind of phone # to talk to someone and the ticket/chat process makes no sense. Never shopping here again. Refuse to refund me and want to charge me to ship whatever they claim I sent them back to me."
"March 22, 2024",Rated 3 stars out of five stars,Whoever nade changes to the app needs to be fired. Not seeing images at a glance of reviews is a crime. It makes me not want to buy things because it's more work to look and see the reviews and have to hunt for images sometimes. And then seeing more suggestions every time you add something to your wishlist- you can see suggestions below already. Why do you need a pop-up for it? The app also feels more crowded because the size of everything is smaller. Please don't fix what isn't broke.
"March 22, 2024",Rated 4 stars out of five stars,"I actually like shein, but.... and it's a BIG BUT, why is your order section so annoying. I usually order large amounts of clothing, but whenever I go to look for the total cost of my, for example, last order, I get a list of each item with their individual prices. It ok that I can see a breakdown, but can I get a receipt with the total cost first, then point me to the link that shows me the itemized list of each product?! It's annoying to have to sit w/ a calculator everytime."
"March 22, 2024",Rated 3 stars out of five stars,"Items are hit or miss, great deals or absolute garbage, but this is simply a pool of manufacturers. My issue is SHEIN's practices, namely shipping. This is where their profit lies. Shipping from China is almost free under $800 per parcel. They charge you $4-13. Spend $30, get it free, no problem, but then you can't use your points or credits otherwise they charge regardless of order size. Problem with coupons as well. You're told they're applied until you see your total on the last page. Scummy"
"March 22, 2024",Rated 3 stars out of five stars,Not a bad app to use if your looking for cheap stuff. i have had some problems with items not matching pictures or descriptions given and one was sent to me broken and I can't return or exchange it. What ever you do don't fall for the free gift gimmick its just a way to get you to invite people you can send it to everyone in your contacts and it still says send to one more they never actually get to the end were they send the stuff to you. But all in all a good place to shop.
"March 22, 2024",Rated 1 stars out of five stars,"After placing several orders on their website, I ended up receiving a different item and it was something I really needed (winter coat). I raised the issue with their Customer Service and they said they will open a ""free"" return for the wrong item, but apparently I still have to search for a courier and return it by myself and pay an extra 20 euros for the shipping, for a mistake Shein made. And then wait for a couple of weeks until they get the item and check it and maybe refund me...Horrible!"
"March 22, 2024",Rated 3 stars out of five stars,"Used to shop on Shein very often, but there have been some changes lately. A big part of the appeal were the discount coupons, but they capped the discount at €12. When placing a large order, I'm now missing out on a €50 discount that I would normally get. Also, on item pages, it now shows ""estimated price"", which is lower than the actual price when I go to check out, so it's also misleading. Because of this it is no longer cheaper than other sites, so I won't be ordering as often anymore."
"March 22, 2024",Rated 1 stars out of five stars,"Its really annoying how every minute the prizes are changing. also I receive like 10 emails a day and my phone is bombed with notifications!! With all these disturbing features I dont feel like buying anything. What I noticed about the products is that they often look different, bigger or so on the pictures. But in reality they are different. Sometimes infos are given in the title/discription."
"March 22, 2024",Rated 1 stars out of five stars,"I've been having an issue where I get an error message when I try to add anything to my wishlist for over a month now. I've tried support multiple times, starting the first day of the issue. Every support agent, has ignored the issue and closed out the ticket. Until last night. Last night I'm told that it's because of either multiple accounts (I only have 1) or low credit score. Why is shein running a credit check on me? And how did they get that info to do so? This is concerning."
"March 22, 2024",Rated 1 stars out of five stars,The only thing i don't get is why certain items like for example make up don't get shipped to Malta and to other countries like italy yes. Can't you arrange it so it can be shipped to Malta too!?? I mean it's not the first time i've ordered from another app like ali express or joom with no problems and with free shipping as well at least you should sent them especially when you have to spent certain amount for free shipping it's not fair. I bet if you arrange it a lot of people will buy more
"March 22, 2024",Rated 1 stars out of five stars,I made a purchase and it said something about having to verify. They wanted screenshots of my transactions then it was stuck in the verifying process forever. I got the process for my refund quicker than getting them to verify my purchase. Makes no sense to purchase from them if it's going to take forever. On top of you don't even know if you will get the shipment
"March 22, 2024",Rated 1 stars out of five stars,"I made an order which I received with one part of item missed..I contacted customer support, after all evidences which I sent they didn't confirm that were an item missed It is very frustrating to lose a lot of time not only for the price of the item, but also to prove your point, and there is no fair result. From my experience, customer service and follow-up are not as they should be."
"March 22, 2024",Rated 5 stars out of five stars,"App works perfectly fine given that you have a secured internet connection, it's very easy to use and it's very safe and secure for online payments and I haven't encountered any problems since using it, it's actually the best online shopping app I've used so far, it has almost everything I want and you get updated with everything including ways of earning points, with your order if you've placed one, with sales and newly dropped items."
"March 22, 2024",Rated 3 stars out of five stars,"Updated Review : My only concern at this time is the app's performance. It keeps on lagging and unresponsive after a few minutes. There is also no option to refresh the app so I had to close it entirely then re-open it, which is quite a hassle."
"March 22, 2024",Rated 5 stars out of five stars,"I absolutely love it. I'm a Gothic woman, and it can be hard to find affordable Gothic clothing that won't fall apart. Shein is the place I have been looking for years. They also have beautiful home decor and useful gadgets. I get so many compliments on the outfits I put together I recommend shein to everyone I know. I have been shopping for a few months now and quickly replacing my wardrobe with wonderful pieces I bought on shein. So great full to look good on a budget."
"March 22, 2024",Rated 1 stars out of five stars,I have been scammed 2 times! One was with a lip tint which is ok it was cheap but then another time was one that I needed like now! And it could not even come! I might delete the app even though l have gotten some good stuff from them! This is just Dissapointing!!!!! I want my stuff! I paid my money and never got a refund at all! I'm super disappointed and I expected better then this
"March 22, 2024",Rated 1 stars out of five stars,"It's the worst app i have ever used. Cannot be trusted. Recently made a purchase and returned a few items and received an incorrect refund for the I have spent over a month trying to explain & get a correct refund. I opened an enquiry, and they closed it without even resolving it than i had to open another enquiry and repeat myself over & over again. If it was $1 i would have let it go but they owe me around $63. Most untrusted."
"March 22, 2024",Rated 1 stars out of five stars,"love the app, but for some reason they delayed a few items off for processing. I bought 2 items from shein on January 4 because I was in a hurry to get both items since it was selling FAST! I had to get them too because it cost less. I was suprised how it's still stuck on processing for a day, when they regularly ship it immediately. I even asked the live customer service regarding my issue but no changes. I checked the items now to see if I can repurchase. Both are sold out!!! I FEEL CHEATED!!!"
"March 22, 2024",Rated 3 stars out of five stars,"SheIn used to be my favorite shopping app. Now I buy less and less from it because the items have become more expensive, and every time there's a new rule that makes us pay more money! For example, most items I choose are not eligible for coupons (discounts) & they're not cheap! Other items can not be returned. Basically, everything that made SheIn so popular is no longer applicable! Quite disappointed at the changes, to be honest."
"March 22, 2024",Rated 4 stars out of five stars,"Some suggestions to have a better app experience. 1. Improve review page. I always have had an infuriatingly time trying to review stuff because it resets back to being blank. You can't switch tabs, can't leave phone to screen time out, if you do, it all resets. Have it possible to review one item at time. Because if you review five items and the whole page resets that's really annoying"
"March 22, 2024",Rated 1 stars out of five stars,"I don't like your app in terms of shopping anymore. I can't use all the coins I earned for orders. That is why I have no motivation to check in every day. The vouchers can use only to selected items. It's very red flag. Before, I always brag to my friends that this app is good in terms of saving save money but want to have a high quality products and design. However, right now, I do not recommend it anymore to them. Very pricey and not friendly anymore."
"March 22, 2024",Rated 1 stars out of five stars,"This is the worst online shopping app I've ever used. Aside from it always timing out, it just hangs, and every time you open it, you have to redo it like 3 times before you can fully see the pics. After a minute browsing, the app will just lag and will pop up an error ""time out"" Tha shopping experience is very frustrating. Whoever the developer of this app is, is noy updating the app, or probably have never used the app itself. 👎👎👎👎👎👎👎👎👎👎👎👎"
"March 22, 2024",Rated 1 stars out of five stars,"Quality is dire, used to be good but has went down hill massively, customer service is just bots and predetermined questions, no human interaction to prevent complaints. Out of the 6 items I ordered last 3 came in tact as advertised, 1 was different to the advertised style, 1 item was broken and the most expensive item an android phone game controller arrived faulty, il stick with Temu from now on, same prices, way higher quality, but most importantly easy to interact and solve porblems with!"
"March 22, 2024",Rated 2 stars out of five stars,I'm not happy with this BS. I bought 6 things and at first I really liked the app. it has a lot of variety BUT of course a day after I submit my purchase it refunds one of my most expensive items that were in my cart and I didn't do that! and if that wasn't enough it takes 7-8 business days to arrive at your door or for pickup AND another 4-7 business days to get your refund to go through and get your money back. plus I no longer have free shipping which I'm not happy about. you best fix this
"March 22, 2024",Rated 2 stars out of five stars,Having serious issues with packages saying delivered and not being in the mailbox. I thought maybe someone stole them but when I looked on X I see it's happening to a lot of people in the states and other countries. I would fix this because it looks like you are trying to steal money from people. Thankfully I got a refund. I'm disappointed because I have been a customer for over a year and will take a break on buying anything else until I know this issue is fixed.
"March 22, 2024",Rated 1 stars out of five stars,Shein used to be a really good app but now i have big issues with this app 1.points-they used to give alot of daily check in points but now they have lowered the points it used to be 20 but now they have lowered it to 1 or 3 a day 2.shipping fee- they have took free shipping away now and made the shipping fee £3. 3.they have also took the 5p credit away 4.u cant use all ur point when checking out which is very annoying People used shein cuz of points an credit i doubt anyone wants to use shein!!
"March 22, 2024",Rated 4 stars out of five stars,"Very good and upto date of all different kinds of items ie furniture, clothes, shoes, fashion, homeware, accessories ect, very cheap and comes as it looks in the picture though household items can vary in size or alot bigger than expected to be but I still say good quality and good value, I get addicted and carried away when strolling through the app, they have absolutely everything 🤑🤯🤔😦🤫🥰"
"March 22, 2024",Rated 4 stars out of five stars,"It's very convenient to shop, the prices are good, very affordable and it depends/base on what fabric they use. I love those classy style in a cheaper and affordable prices. But, minus one star because I have one and only concern and it's about the points. I can't open it, and I can't check in and earn points everyday. But, all in all it's fine and amazing."
"March 22, 2024",Rated 1 stars out of five stars,"So disappointed, the price changes when adding items to the cart, points are supposed to reduce the price but when applied it reduce the price and add shipping fees . Free shipping was from spending £10 or 25 max to 35 quids now Not using the app anymore would ratehr go to shops at least I know the quality of what i am getting The company should look again at their new service and try to make kt better"
"March 22, 2024",Rated 3 stars out of five stars,I love shopping on here however I'm not liking this latest update I hate how the tiles have been redesigned. It was completely unnecessary the design of the app was not needed the point system was the only thing that needed to be fixed. It shouldn't take me half a year to get 10 dollars in points. Points should not be deducted unless a person has stopped checking in or missed a day. But if your checking in daily points should not be taken away.
"March 22, 2024",Rated 1 stars out of five stars,I've been having problems for the last couple months in regards to purchasing. I've sent in tickets and they keep closing them without giving me a response. I then spoke with someone virtually and asked them the question again and they said that they was abnormal activities on my account. I then asked what they were and they closed my ticket AGAIN. I'm not happy about this at all as I used to love shopping on Shein. It's rude to ignore customers
"March 22, 2024",Rated 1 stars out of five stars,"I can't make any purchase whatsoever on my account but i can do so on someone else's account. They say it's my card but upon checking with my bank everything is fine on my end but some how it's still not making any purchase. And their customer service is very poor. They can't fix the problem. And to to top it off i can't even delete my account. If only I could give zero stars, am sure this site would get it."
"March 22, 2024",Rated 1 stars out of five stars,"I had to buy till bnd$180 to reach free shipping not happy with that. can't buy bag when the title had""make up"" on it's was ban to ship to my country, customer service took too long to reply, several time I needed to modify my order but it would be shipped before the CS reply and in my country it's hard to make a refund. Should had halt order once an order had a modify request. I can't cancel order due stock availability, discounted prices and expiring coupons else I wouldn't do CS exchange"
"March 22, 2024",Rated 5 stars out of five stars,This app has good clothing but I want to be able to choose the colour of clothing I'm choosing when I'm putting stuff in a board from my wishlist and I want to be able to pick more than one category type so I can put them all in at once
"March 22, 2024",Rated 1 stars out of five stars,Update : can't contact them. They are useless and very unhelpful and rude. Can't get the games to open. Says suspicious activity due to multiple accounts. Only have one phone and one account. No other devices to put the Shein app on. Such a hoax and scam.
"March 22, 2024",Rated 3 stars out of five stars,"It would be nice that you can be able to delete items out of your wish list. Some items are appearing in your wish list which I did not select. Since I cannot place online orders I order via someone else, but is not able to remove items from your wish list. Please accomodate us"
"March 22, 2024",Rated 1 stars out of five stars,My daughter has recently purchased some items including outfits for an event via Shein. Probably our 10th order to date. Paid as usual via debit card & Shein asked us to send proof of successful transaction. WARNING a debit or credit card can't send proof other than bank statement. Only EFT has a pop. We placed the order a 2nd time thinking its her card. Shein cancelled both orders despite screenshots of the bank App. She is now 11k out of pocket awaiting refunds. Beware how much you spend!!!
